eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
899.574074074074,-20.462962962962962,276,0.001558318,0.13964844,1.6070688,-0.0057028513,0.04776316,0.0,195,24960,184.5883333160309,49920
899.290909090909,-20.472727272727273,281,0.00016101392,0.0,1.5788938,-0.00011142925,0.08282889,0.0015388131141662598,196,25088,185.4993728090776,50176
897.8571428571429,-20.482142857142858,272,0.00030459114,0.0,1.5744909,-0.002344272,0.078225575,0.005297482013702393,197,25216,186.43784677807707,50432
897.8571428571429,-20.482142857142858,284,0.00030192532,0.0,1.5889311,0.0002694853,0.07911983,0.0,198,25344,187.33969592908397,50688
897.8571428571429,-20.482142857142858,285,0.00012359847,0.0,1.5942167,-0.00036048063,0.039784554,0.0,199,25472,188.2372812720714,50944
897.8571428571429,-20.482142857142858,285,9.117715e-05,0.0048828125,1.6022687,-0.0010156633,0.05032453,-1.1920928955078125e-07,200,25600,189.13398827507626,51200
897.8571428571429,-20.482142857142858,287,0.0007187341,0.046875,1.6067996,-0.0064149513,0.04187473,0.0,201,25728,190.026381838019,51456
897.8571428571429,-20.482142857142858,285,0.001050605,0.0625,1.6169841,-0.0037274254,0.043701064,0.0,202,25856,190.92307179502677,51712
896.5087719298245,-20.49122807017544,279,0.00022070792,0.0,1.6237558,-0.00078359543,0.08055273,-0.0007412433624267578,203,25984,191.83898861706257,51968
898.3275862068965,-20.482758620689655,284,0.000396118,0.0,1.6185311,-0.0022773775,0.07921678,0.0068625807762146,204,26112,192.73967910499778,52224
898.3275862068965,-20.482758620689655,288,0.0005393647,0.0,1.600932,-0.0016637227,0.049685404,5.960464477539063e-08,205,26240,193.62624222610611,52480
898.3275862068965,-20.482758620689655,289,0.00038403072,0.0009765625,1.6131465,-0.0003359774,0.045024015,-1.1920928955078125e-07,206,26368,194.51080807903782,52736
898.3275862068965,-20.482758620689655,290,0.00042979617,0.01171875,1.6108546,-0.0033237273,0.064272106,0.0,207,26496,195.392597357044,52992
898.3275862068965,-20.482758620689655,283,0.0009487338,0.036132812,1.611341,-0.004628547,0.042984113,-1.1920928955078125e-07,208,26624,196.29674260807224,53248
898.3275862068965,-20.482758620689655,259,0.0007136271,0.040039062,1.6414897,-0.0013090441,0.08124463,0.0,209,26752,197.2840040459996,53504
896.0508474576271,-20.491525423728813,279,0.00072613003,0.033203125,1.6553897,-0.005595506,0.07572031,0.00914853811264038,210,26880,198.20035322511103,53760
896.0508474576271,-20.491525423728813,276,0.0008464467,0.020507812,1.6690105,-0.0030741163,0.046079922,0.0,211,27008,199.1263587010326,54016
899.0666666666667,-20.466666666666665,276,0.00048210294,0.0,1.6840776,-0.0010918947,0.07722515,0.005841076374053955,212,27136,200.05319303204305,54272
899.0666666666667,-20.466666666666665,275,0.00030591284,0.0,1.6911396,-0.0016944265,0.051359165,5.960464477539063e-08,213,27264,200.98295879305806,54528
899.0666666666667,-20.466666666666665,283,0.00010769836,0.0,1.6849568,0.00041406474,0.05077245,0.0,214,27392,201.88538671808783,54784
899.0666666666667,-20.466666666666665,278,0.00024544026,0.0,1.684321,-0.0026880566,0.111456476,0.0,215,27520,202.80443586409092,55040
898.1311475409836,-20.459016393442624,280,0.0007650035,0.0,1.6851076,-0.00092313683,0.06731958,0.006017506122589111,216,27648,203.71624168707058,55296
898.1311475409836,-20.459016393442624,277,0.00054051785,0.0,1.6775626,-0.0035472251,0.048665524,0.0,217,27776,204.639536806033,55552
898.1311475409836,-20.459016393442624,272,0.00031720515,0.0,1.6697812,-0.001798692,0.05653002,5.960464477539063e-08,218,27904,205.5808265140513,55808
898.1311475409836,-20.459016393442624,277,0.0002933014,0.0,1.6788483,0.00013947044,0.040255494,1.1920928955078125e-07,219,28032,206.5028495870065,56064
900.6451612903226,-20.451612903225808,277,0.0007821128,0.0625,1.6731639,-0.0038714309,0.07918672,0.006110846996307373,220,28160,207.42472511599772,56320
900.6451612903226,-20.451612903225808,285,0.00024467555,0.0,1.6634517,-0.0013424546,0.04364103,0.0,221,28288,208.32168802805245,56576
900.6451612903226,-20.451612903225808,286,0.0011285581,0.024414062,1.6540926,-0.0054732906,0.045983206,0.0,222,28416,209.21527925110422,56832
899.3650793650794,-20.46031746031746,281,0.00062249077,0.0,1.6458628,-0.00033821526,0.06486245,0.008022487163543701,223,28544,210.1246602430474,57088
899.3650793650794,-20.46031746031746,283,0.0004244425,0.0,1.6264181,-0.000600866,0.04289924,0.0,224,28672,211.02953489101492,57344
899.3650793650794,-20.46031746031746,279,0.00064678356,0.038085938,1.6185828,-0.004485693,0.048867434,0.0,225,28800,211.94741900102235,57600
897.671875,-20.46875,276,0.0003896588,0.0,1.6113793,-0.0008304119,0.077748254,0.004419386386871338,226,28928,212.8728769250447,57856
897.671875,-20.46875,282,0.0002639621,0.0009765625,1.5992403,-0.0014269191,0.04312693,0.0,227,29056,213.77991124300752,58112
895.5076923076923,-20.476923076923075,277,0.00015163785,0.0,1.584094,-0.00024234981,0.08755148,5.960464477539063e-08,228,29184,214.70355479500722,58368
895.5076923076923,-20.476923076923075,280,0.00050263526,0.0146484375,1.5868607,-0.0032804215,0.050476957,0.020897626876831055,229,29312,215.61578190210275,58624
895.5076923076923,-20.476923076923075,270,0.0007361994,0.0,1.586965,-0.002746837,0.038983036,0.0,230,29440,216.56237570103258,58880
895.5076923076923,-20.476923076923075,287,0.0012937613,0.052734375,1.6143095,-0.0040081134,0.048017927,0.0,231,29568,217.4545482910471,59136
895.5076923076923,-20.476923076923075,286,0.00047300852,0.0,1.6318488,-0.0015074497,0.040656954,0.0,232,29696,218.34888007910922,59392
894.4242424242424,-20.484848484848484,282,0.00016750173,0.0,1.6416726,-0.00018805848,0.08007295,0.007046103477478027,233,29824,219.25624447700102,59648
892.4179104477612,-20.492537313432837,281,0.00051422155,0.0,1.6415013,-0.0018436777,0.09268909,0.00043702125549316406,234,29952,220.16724163503386,59904
892.4179104477612,-20.492537313432837,277,0.00036043307,0.0,1.6255819,-7.775932e-05,0.04269831,-1.1920928955078125e-07,235,30080,221.09077948203776,60160
892.4179104477612,-20.492537313432837,275,0.00035740208,0.0,1.6275042,-0.0008483282,0.043132592,0.0,236,30208,222.02036246308126,60416
892.4179104477612,-20.492537313432837,279,0.00035750016,0.0,1.6318047,-0.0014834462,0.04243284,0.0,237,30336,222.93518334103283,60672
892.4179104477612,-20.492537313432837,285,0.00021107442,0.0,1.6369153,0.0004953415,0.04376874,5.960464477539063e-08,238,30464,223.83242489001714,60928
890.5147058823529,-20.5,280,0.00022433844,0.0009765625,1.6364533,-0.0014950676,0.07558764,0.007496178150177002,239,30592,224.74658789602108,61184
888.6666666666666,-20.507246376811594,281,0.00062064076,0.00390625,1.6211731,-0.002679488,0.09498207,0.0020059943199157715,240,30720,225.6566979000345,61440
888.6666666666666,-20.507246376811594,281,0.00060851604,0.021484375,1.6085881,-0.0027258017,0.040472202,1.1920928955078125e-07,241,30848,226.56735926005058,61696
888.6666666666666,-20.507246376811594,286,0.0012631399,0.072265625,1.6203239,-0.0058100955,0.04643367,0.0,242,30976,227.4616982230218,61952
888.6666666666666,-20.507246376811594,292,0.00079355243,0.0390625,1.6306765,-0.0025093,0.08124809,-1.1920928955078125e-07,243,31104,228.33885808603372,62208
888.6666666666666,-20.507246376811594,288,0.0006386527,0.0,1.6286933,-0.0034353815,0.044049755,5.960464477539063e-08,244,31232,229.22540517908055,62464
886.8571428571429,-20.514285714285716,282,0.0004871993,0.0,1.618948,-0.0013449733,0.06428704,0.008325159549713135,245,31360,230.1317850460764,62720
886.8571428571429,-20.514285714285716,290,0.0003035113,0.0,1.606887,-0.0011409697,0.054182444,0.0,246,31488,231.01216325408313,62976
886.6056338028169,-20.507042253521128,281,0.00025053835,0.0,1.6107597,-0.0007211312,0.08279408,0.0026975274085998535,247,31616,231.922550420044,63232
886.6056338028169,-20.507042253521128,290,0.00023612387,0.0,1.6204422,-0.00088806916,0.047656797,0.0,248,31744,232.80448109202553,63488
886.6056338028169,-20.507042253521128,290,0.0007949004,0.0,1.6204325,-0.0022033474,0.054000482,0.0,249,31872,233.6877330080606,63744
886.6056338028169,-20.507042253521128,287,0.0003017706,0.0,1.6257632,-8.021813e-05,0.08786817,0.0,250,32000,234.5776057060575,64000
886.6056338028169,-20.507042253521128,288,0.00039154943,0.0,1.6313461,-0.0020196387,0.044700917,0.0,251,32128,235.4665592421079,64256
886.6056338028169,-20.507042253521128,279,0.00046759882,0.0,1.6282561,-0.0015929535,0.046501927,0.0,252,32256,236.3825073550688,64512
885.0972222222222,-20.51388888888889,279,0.0002537638,0.0,1.637657,8.438254e-05,0.10592338,0.0004907846450805664,253,32384,237.29818095301744,64768
885.0972222222222,-20.51388888888889,286,0.0006922684,0.020507812,1.6387241,-0.0044148006,0.04289655,0.0,254,32512,238.19371126405895,65024
890.5616438356165,-20.493150684931507,195,0.0006597307,0.0,1.630449,-0.001753379,0.061202854,0.012519121170043945,255,32640,239.50509567407425,65280
890.5616438356165,-20.493150684931507,149,0.0007589165,0.016601562,1.6276196,-0.0023787601,0.08381182,-1.1920928955078125e-07,256,32768,241.21273339609616,65536
890.5616438356165,-20.493150684931507,169,0.00028143602,0.0,1.6240932,-0.0013498415,0.0873084,0.0,257,32896,242.72380230401177,65792
890.5616438356165,-20.493150684931507,242,0.00029598403,0.0,1.62911,-0.0012478925,0.04455624,0.0,258,33024,243.7805057290243,66048
890.5616438356165,-20.493150684931507,242,0.000685702,0.040039062,1.6376404,-0.003794618,0.044258043,0.0,259,33152,244.8357379770605,66304
888.8378378378378,-20.5,225,0.00079216936,0.028320312,1.646572,-0.0024214587,0.08310794,-1.1920928955078125e-07,260,33280,245.97508222609758,66560
890.2,-20.48,262,0.0005231237,0.0,1.6355846,-0.0025565464,0.08064536,0.011050760746002197,261,33408,246.95262255100533,66816
890.2,-20.48,261,0.0009426053,0.026367188,1.6056255,-0.0033718734,0.04559038,-1.1920928955078125e-07,262,33536,247.93361525807995,67072
890.2,-20.48,259,0.0004783807,0.0,1.5879908,-0.0030238344,0.044907417,0.0,263,33664,248.9196051741019,67328
890.2,-20.48,259,0.0017088364,0.08984375,1.6180948,-0.004041276,0.04788199,0.0,264,33792,249.90835604409222,67584
890.2,-20.48,269,0.00032794004,0.0,1.6315724,-0.002199826,0.047560684,0.0,265,33920,250.8595085060224,67840
890.2,-20.48,261,0.00062220276,0.0107421875,1.6303935,-0.0030133168,0.0415754,0.0,266,34048,251.83910171105526,68096
887.6363636363636,-20.493506493506494,253,0.000823651,0.033203125,1.636652,-0.004632457,0.119417235,-0.004445195198059082,267,34176,252.85058897803538,68352
887.6363636363636,-20.493506493506494,261,0.00012473852,0.0,1.6362044,0.00011990848,0.047330443,0.0,268,34304,253.82994614704512,68608
887.6363636363636,-20.493506493506494,262,0.00021403194,0.0009765625,1.6315784,-0.00092705654,0.040067468,0.0,269,34432,254.8045681871008,68864
887.6363636363636,-20.493506493506494,197,7.595657e-05,0.0,1.6324214,0.00030091335,0.043266427,0.0,270,34560,256.09880876808893,69120
887.6363636363636,-20.493506493506494,177,0.0005053701,0.0,1.6421108,-0.0030359544,0.046963148,0.0,271,34688,257.5401757780928,69376
887.6363636363636,-20.493506493506494,195,0.000701764,0.0390625,1.6481006,-0.002245501,0.039728988,0.0,272,34816,258.8518113400787,69632
884.4177215189874,-20.50632911392405,233,0.0001542462,0.0,1.6475263,-0.00058481423,0.13985533,-0.009900689125061035,273,34944,259.95018519007135,69888
884.4177215189874,-20.50632911392405,258,0.0008051013,0.0087890625,1.6585017,-0.003390122,0.04436671,0.0,274,35072,260.94186594104394,70144
884.4177215189874,-20.50632911392405,265,0.0012283009,0.041992188,1.6785591,-0.004013667,0.044939876,0.0,275,35200,261.9059720230289,70400
884.4177215189874,-20.50632911392405,273,0.00025402947,0.0,1.6854653,-0.0008070663,0.04234981,0.0,276,35328,262.8420529370196,70656
884.4177215189874,-20.50632911392405,274,0.00046838168,0.0,1.6900179,-0.0020484496,0.041871183,-1.1920928955078125e-07,277,35456,263.7739611520665,70912
884.4177215189874,-20.50632911392405,267,0.00059805316,0.0234375,1.6833825,-0.0017462561,0.04779116,0.0,278,35584,264.73331551102456,71168
884.4177215189874,-20.50632911392405,274,0.00058356987,0.021484375,1.6779912,-0.0043939687,0.049495727,0.0,279,35712,265.66723824001383,71424
884.3827160493827,-20.51851851851852,253,0.0006130386,0.0,1.6669468,-0.0014702544,0.113016576,-0.0034246444702148438,280,35840,266.6767473160289,71680
884.3827160493827,-20.51851851851852,275,0.00061529805,0.021484375,1.6625613,-0.0022060787,0.054465417,0.0,281,35968,267.6075443070149,71936
884.3827160493827,-20.51851851851852,269,0.00020230602,0.0,1.659178,9.499327e-05,0.09353526,0.0,282,36096,268.5563939760905,72192
884.3827160493827,-20.51851851851852,280,7.754173e-05,0.0,1.6538732,0.0006133153,0.043979213,0.0,283,36224,269.46894730604254,72448
884.3827160493827,-20.51851851851852,273,0.0007582474,0.025390625,1.6420429,-0.006780646,0.044153005,0.0,284,36352,270.40493806800805,72704
884.3827160493827,-20.51851851851852,255,0.00055382156,0.0,1.6228372,-0.00078340416,0.04595452,0.0,285,36480,271.40626486507244,72960
883.9756097560976,-20.524390243902438,193,0.00024063815,0.0,1.6058841,-0.00038655702,0.08515389,0.004688918590545654,286,36608,272.72811913106125,73216
884.9759036144578,-20.518072289156628,206,0.00093522615,0.05078125,1.6122732,-0.005282568,0.07542116,0.00441431999206543,287,36736,273.96772315108683,73472
884.9759036144578,-20.518072289156628,216,0.00074443547,0.0,1.6231031,-0.0024099106,0.043746937,0.0,288,36864,275.1486713910708,73728
884.9759036144578,-20.518072289156628,241,0.0003947839,0.0,1.6351695,-0.0001400907,0.046584092,5.960464477539063e-08,289,36992,276.21140338503756,73984
884.9759036144578,-20.518072289156628,281,0.00072864315,0.032226562,1.6392987,-0.0048973328,0.043654043,0.0,290,37120,277.12343967403285,74240
884.9759036144578,-20.518072289156628,283,0.0013485567,0.11816406,1.6560416,-0.004784649,0.04265446,-1.1920928955078125e-07,291,37248,278.02706989308354,74496
883.4761904761905,-20.523809523809526,283,0.0002460601,0.0,1.6680706,-0.00073976594,0.08993929,0.004283428192138672,292,37376,278.93118148704525,74752
882.0117647058823,-20.529411764705884,274,0.0006369206,0.0,1.6603899,-0.0028296597,0.09341258,0.006021976470947266,293,37504,279.8639359200606,75008
882.0117647058823,-20.529411764705884,283,0.0006030713,0.0,1.6486467,-0.0018954226,0.03873146,0.0,294,37632,280.7670229780488,75264
882.0117647058823,-20.529411764705884,281,0.00014314528,0.0,1.6324456,5.3832453e-05,0.04518917,0.0,295,37760,281.67765845905524,75520
882.0117647058823,-20.529411764705884,288,0.00029407325,0.0,1.62226,-0.0019260631,0.09696826,0.0,296,37888,282.56604142603464,75776
882.0117647058823,-20.529411764705884,273,0.00055462285,0.0,1.6143606,-0.0031211793,0.04387753,0.0,297,38016,283.5035486241104,76032
880.5930232558139,-20.53488372093023,283,0.0011984466,0.041015625,1.5867649,-0.0034990506,0.083112314,0.004583775997161865,298,38144,284.40568821609486,76288
880.5930232558139,-20.53488372093023,287,0.00065240776,0.0,1.5498306,-0.0031829926,0.045231037,0.0,299,38272,285.29748886206653,76544
880.816091954023,-20.528735632183906,281,0.00032043867,0.0029296875,1.5302299,-0.00090754346,0.08086394,0.004441797733306885,300,38400,286.2081123710377,76800
880.816091954023,-20.528735632183906,286,8.6395965e-05,0.0,1.5273365,1.536071e-05,0.04459063,-1.1920928955078125e-07,301,38528,287.10151193710044,77056
880.816091954023,-20.528735632183906,280,0.0001863679,0.0,1.5244387,-0.00048302975,0.042920474,5.960464477539063e-08,302,38656,288.01405705406796,77312
880.816091954023,-20.528735632183906,293,0.00017092205,0.0,1.5141481,0.00010435426,0.042631872,0.0,303,38784,288.8875120190205,77568
879.4545454545455,-20.53409090909091,281,0.00027584107,0.0,1.4865439,-0.00039596815,0.09858495,0.00509411096572876,304,38912,289.79693851200864,77824
879.4545454545455,-20.53409090909091,283,1.0717209e-05,0.0,1.4746085,0.000112106674,0.040979177,-1.1920928955078125e-07,305,39040,290.7017955580959,78080
878.123595505618,-20.53932584269663,288,6.9994305e-05,0.0,1.4824225,-0.00054104,0.09692993,0.005390644073486328,306,39168,291.59076983400155,78336
878.123595505618,-20.53932584269663,291,0.0006637937,0.01953125,1.5014408,-0.0036764678,0.04235302,5.960464477539063e-08,307,39296,292.4713229580084,78592
878.123595505618,-20.53932584269663,291,0.0010179437,0.060546875,1.5163779,-0.007159006,0.045497317,0.0,308,39424,293.34960535611026,78848
878.123595505618,-20.53932584269663,286,0.00040010962,0.0078125,1.5036211,-0.0015514711,0.042577468,1.7881393432617188e-07,309,39552,294.24321088800207,79104
876.8222222222222,-20.544444444444444,284,0.0006679769,0.0078125,1.4633014,-0.0024928583,0.10381818,0.0049552321434021,310,39680,295.1422799930442,79360
876.8222222222222,-20.544444444444444,290,0.00032690985,0.0,1.4473559,-0.0013704483,0.04414561,5.960464477539063e-08,311,39808,296.0234651300125,79616
875.5164835164835,-20.54945054945055,289,4.527746e-05,0.0,1.4572482,0.00020948768,0.104154706,0.0047283172607421875,312,39936,296.9084492130205,79872
875.5164835164835,-20.54945054945055,287,0.00054227264,0.0107421875,1.4321661,-0.0034853143,0.044089515,0.0,313,40064,297.799815659062,80128
875.5164835164835,-20.54945054945055,298,0.00075947115,0.013671875,1.3815383,-0.0022463398,0.041802056,0.0,314,40192,298.6587810360361,80384
875.5164835164835,-20.54945054945055,283,0.0011168887,0.046875,1.3927368,-0.0047520683,0.046146948,0.0,315,40320,299.56240529508796,80640
874.2934782608696,-20.554347826086957,287,0.0011226628,0.0087890625,1.4696592,-0.0015073488,0.10409621,0.0032630562782287598,316,40448,300.4528829220217,80896
874.2934782608696,-20.554347826086957,283,0.0012774777,0.017578125,1.5206689,-0.0040325867,0.045394447,0.0,317,40576,301.3562910440378,81152
873.0645161290323,-20.559139784946236,285,0.00036445938,0.013671875,1.5535516,-0.0021932856,0.101818606,0.0036368370056152344,318,40704,302.2523112950148,81408
873.0645161290323,-20.559139784946236,289,0.0007143374,0.041015625,1.54713,-0.004126982,0.042392608,0.0,319,40832,303.1388119580224,81664
873.0645161290323,-20.559139784946236,291,0.00017871175,0.0,1.5268068,0.00024888053,0.04400993,2.384185791015625e-07,320,40960,304.0164132900536,81920
873.0645161290323,-20.559139784946236,289,0.0002550123,0.0,1.5160022,-0.0012580447,0.041961703,5.960464477539063e-08,321,41088,304.9016131450189,82176
871.8297872340426,-20.56382978723404,280,0.0001956856,0.0,1.4991897,-0.00018071325,0.10316793,0.002698957920074463,322,41216,305.8132750890218,82432
871.8297872340426,-20.56382978723404,285,0.00022536535,0.0,1.5061176,-0.0007210749,0.04334169,0.0,323,41344,306.71007166907657,82688
870.6736842105263,-20.568421052631578,286,0.00018180157,0.0,1.5282687,-0.0007704825,0.10454519,0.005037128925323486,324,41472,307.6046793370042,82944
870.6736842105263,-20.568421052631578,296,0.0005208993,0.0107421875,1.5430125,-0.0031350101,0.041949272,0.0,325,41600,308.46772315807175,83200
870.6736842105263,-20.568421052631578,282,0.0010216149,0.06640625,1.5497328,-0.005063856,0.042761162,0.0,326,41728,309.3739726530621,83456
870.6736842105263,-20.568421052631578,284,0.00081664766,0.0,1.5709734,-0.003223093,0.04489785,-1.1920928955078125e-07,327,41856,310.2743069489952,83712
869.5208333333334,-20.572916666666668,276,0.00039641053,0.013671875,1.602362,0.00051814376,0.10726641,0.00404888391494751,328,41984,311.2006624570349,83968
869.5208333333334,-20.572916666666668,292,0.00032939552,0.0,1.6030899,-0.0015767564,0.041477077,-1.1920928955078125e-07,329,42112,312.07745139603503,84224
868.3711340206186,-20.577319587628867,276,0.0003629368,0.0,1.5934964,-0.0013803177,0.09677324,0.0043637752532958984,330,42240,313.0049021691084,84480
868.3711340206186,-20.577319587628867,291,0.00081333565,0.05078125,1.6129344,-0.002468252,0.04039163,0.0,331,42368,313.8827677241061,84736
868.3711340206186,-20.577319587628867,287,0.0002519351,0.0,1.6253052,-0.00013845623,0.044285312,0.0,332,42496,314.7733643481042,84992
868.3711340206186,-20.577319587628867,281,0.00039815842,0.0,1.6426779,-0.0014847162,0.045622364,5.960464477539063e-08,333,42624,315.68489361403044,85248
867.3061224489796,-20.581632653061224,272,8.977623e-05,0.0,1.6559551,0.00025986927,0.123567194,-0.0017184019088745117,334,42752,316.6258730510017,85504
867.3061224489796,-20.581632653061224,275,0.0001072288,0.0,1.6522424,-0.00019333826,0.04199868,1.1920928955078125e-07,335,42880,317.5552602750249,85760
867.3061224489796,-20.581632653061224,279,6.857231e-05,0.0,1.6445242,-0.00028182456,0.042879187,-1.1920928955078125e-07,336,43008,318.4705333301099,86016
867.969696969697,-20.575757575757574,271,0.0005093779,0.0087890625,1.652543,-0.0031204124,0.09480337,0.0052525997161865234,337,43136,319.41363975708373,86272
867.969696969697,-20.575757575757574,270,0.00024174544,0.0,1.6634792,-0.0007519836,0.040294513,0.0,338,43264,320.35930991906207,86528
867.969696969697,-20.575757575757574,270,0.00047655887,0.0,1.6465012,-0.0016871982,0.04545976,0.0,339,43392,321.3056446140399,86784
866.92,-20.58,263,0.0003334594,0.0,1.6258538,0.00012277212,0.090649925,0.003901660442352295,340,43520,322.2779275740031,87040
866.92,-20.58,272,0.00021102643,0.0,1.6222413,-0.0018981192,0.045835093,0.0,341,43648,323.21858443610836,87296
866.92,-20.58,276,0.00028039643,0.0,1.6253064,-0.00031419442,0.041460533,1.7881393432617188e-07,342,43776,324.1453760570148,87552
866.65,-20.58,282,0.00032760543,0.0,1.6382743,-0.0025360896,0.09824614,-0.004098296165466309,343,43904,325.0532244180795,87808
866.65,-20.58,283,0.00036598125,0.0,1.6276798,-2.1273503e-05,0.04671891,5.960464477539063e-08,344,44032,325.9574005350005,88064
866.65,-20.58,285,0.00045370482,0.0,1.6180534,-0.0025887222,0.03948558,0.0,345,44160,326.8556659030728,88320
865.02,-20.59,282,0.00071850023,0.038085938,1.6221781,-0.00125003,0.07773678,0.008780300617218018,346,44288,327.76225582603365,88576
865.02,-20.59,291,0.00040808524,0.0,1.6197627,-0.001843657,0.04816558,-1.1920928955078125e-07,347,44416,328.6396362250671,88832
865.02,-20.59,290,2.748854e-05,0.0,1.6244438,0.000246118,0.039039113,0.0,348,44544,329.5208528820658,89088
863.9,-20.59,276,0.00015989278,0.0,1.6257195,-0.00066145626,0.09206937,-0.0003033876419067383,349,44672,330.4478994330857,89344
863.9,-20.59,290,0.00052738196,0.016601562,1.6193676,-0.0032176797,0.04641184,-1.1920928955078125e-07,350,44800,331.3301298180595,89600
863.9,-20.59,290,0.00028416113,0.0,1.6030804,-0.00053119916,0.03934541,0.0,351,44928,332.2110737240873,89856
862.5,-20.6,287,0.00055056444,0.0068359375,1.596317,-0.0035626073,0.060842752,0.010298192501068115,352,45056,333.10313488100655,90112
862.5,-20.6,281,0.00074524025,0.0,1.5678475,-0.0020295575,0.04549654,5.960464477539063e-08,353,45184,334.0135975331068,90368
862.5,-20.6,293,0.00074345584,0.0048828125,1.5510029,-0.003020512,0.043718066,0.0,354,45312,334.88768377609085,90624
861.95,-20.6,284,0.0011926821,0.05859375,1.5474572,-0.0059044883,0.089663714,0.0009993314743041992,355,45440,335.787760014995,90880
861.95,-20.6,283,0.0011435188,0.06933594,1.5550476,-0.0072064577,0.04218814,-1.1920928955078125e-07,356,45568,336.69292260403745,91136
860.86,-20.61,288,0.0016957193,0.08691406,1.611499,-0.0027071289,0.097541064,-0.003246903419494629,357,45696,337.58030926901847,91392
860.86,-20.61,296,0.0001079524,0.0,1.6239988,-0.00023233355,0.046300344,0.0,358,45824,338.4455551489955,91648
860.86,-20.61,286,0.00038107877,0.0048828125,1.629872,-0.0016831473,0.04107589,0.0,359,45952,339.33871876006015,91904
860.86,-20.61,256,0.00019737252,0.0068359375,1.6371924,-0.0004393442,0.045442306,0.0,360,46080,340.33681396604516,92160
859.13,-20.62,264,0.0005373355,0.022460938,1.65253,-0.003043595,0.09821641,0.004572510719299316,361,46208,341.3052856060676,92416
859.13,-20.62,263,0.00089620263,0.0068359375,1.6819047,-0.0012870444,0.03871636,0.0,362,46336,342.27664090308826,92672
856.46,-20.62,272,0.00047860295,0.028320312,1.6801951,-0.0037151037,0.09273575,-0.0001704692840576172,363,46464,343.2170868110843,92928
856.46,-20.62,289,0.00081638835,0.060546875,1.6781012,-0.0037709977,0.045910485,-1.1920928955078125e-07,364,46592,344.1025416600751,93184
856.46,-20.62,293,0.00057629764,0.0,1.6703986,-0.0027352665,0.03934126,-1.1920928955078125e-07,365,46720,344.9747027930571,93440
856.46,-20.62,282,0.00031893223,0.0,1.6681421,0.0003004847,0.043713275,0.0,366,46848,345.88042213907465,93696
855.85,-20.62,284,0.0002690226,0.0,1.6825736,-0.0014321791,0.096790224,0.005224704742431641,367,46976,346.78116370609496,93952
855.85,-20.62,292,0.0017135348,0.10839844,1.700469,-0.0080229575,0.04398379,0.0,368,47104,347.65560543409083,94208
855.3,-20.62,276,5.0759096e-05,0.0,1.7172282,0.0004375917,0.09114681,0.00043267011642456055,369,47232,348.5826789510902,94464
855.3,-20.62,291,0.00016384837,0.0,1.7142085,-0.0004051964,0.042133365,0.0,370,47360,349.4614490220556,94720
855.3,-20.62,287,0.0006619844,0.00390625,1.7101108,-0.0039207777,0.044141594,5.960464477539063e-08,371,47488,350.35384627606254,94976
855.3,-20.62,289,0.0007318244,0.025390625,1.7117225,-0.0012606606,0.042978946,0.0,372,47616,351.23841360700317,95232
853.19,-20.62,264,0.0002797631,0.0,1.7175381,-0.0012339723,0.09819633,0.0032051801681518555,373,47744,352.2065553270513,95488
853.19,-20.62,147,0.0010968116,0.08203125,1.724228,-0.007412427,0.043296717,-1.1920928955078125e-07,374,47872,353.9467181360815,95744
851.59,-20.63,178,0.00038359506,0.0,1.7323177,-0.00012734777,0.09817805,0.0028123855590820312,375,48000,355.3845174050657,96000
851.59,-20.63,177,0.00034661195,0.0,1.7302939,-0.0021751923,0.042319287,0.0,376,48128,356.8262569610961,96256
851.59,-20.63,269,0.0017283497,0.115234375,1.7034681,-0.0058641173,0.042189386,0.0,377,48256,357.7757874490926,96512
851.59,-20.63,283,0.0011325364,0.0,1.6973921,-0.0042210473,0.04518758,0.0,378,48384,358.6787057979964,96768
849.29,-20.64,280,0.0007179555,0.0,1.7103152,-0.0005840593,0.10178355,0.003311455249786377,379,48512,359.5916748630116,97024
849.29,-20.64,287,0.00066329783,0.0,1.7081523,-0.0031768635,0.045220956,5.960464477539063e-08,380,48640,360.4828973810654,97280
849.29,-20.64,289,0.00025515785,0.0,1.7033782,-0.0012026156,0.046337802,0.0,381,48768,361.3675350960111,97536
848.85,-20.64,278,0.00034465207,0.0126953125,1.7024224,-0.0010972776,0.09669796,0.0062500834465026855,382,48896,362.28860146400984,97792
848.85,-20.64,283,0.00046358208,0.0068359375,1.692877,-0.0022218702,0.043876648,0.0,383,49024,363.1931989820441,98048
848.85,-20.64,286,0.00024539483,0.0,1.6834427,-0.0015283171,0.040527277,0.0,384,49152,364.08617753209546,98304
846.76,-20.65,288,0.0013667031,0.059570312,1.6946375,-0.003069895,0.10103612,0.005045890808105469,385,49280,364.9733681480866,98560
846.76,-20.65,274,0.00021825268,0.0,1.6965514,-0.0012568942,0.04181527,-2.384185791015625e-07,386,49408,365.90598028106615,98816
846.76,-20.65,291,0.0003901435,0.0,1.6853018,-0.0014478643,0.044807713,0.0,387,49536,366.7873612710973,99072
842.96,-20.67,285,0.00011879477,0.0,1.676818,0.00042908126,0.081770994,0.006471872329711914,388,49664,367.68610172206536,99328
